题目1: 77.0×7.0=
题目6032: (46.0-25.0)×89.0=
题目6033: 47.0+10.0=
题目6034: 36.0+78.0=
题目6035: 6.0+65.0÷12.0=
题目6036: 65.0-46.0=
题目6037: 74.0×69.0=
题目6038: 41.0+22.0÷20.0=
题目6039: 70.0×70.0×72.0=
题目6040: 94.0-17.0=
题目6041: 100.0×26.0÷5.0=
题目6042: 52.0÷68.0=
题目6043: 32.0+26.0=
题目6044: 25.0×67.0+44.0=
题目6045: 39.0÷63.0÷42.0=
题目6046: 72.0×87.0=
题目6047: 76.0÷64.0=
题目6048: 30.0÷66.0×3.0=
题目6049: 40.0+44.0=
题目6050: 35.0÷46.0=
题目6051: 77.0×35.0=
题目6052: 90.0×3.0×5.0=
题目6053: 70.0×47.0÷55.0=
题目6054: 86.0-56.0=
题目6055: 24.0+57.0÷5.0=
题目6056: 15.0×88.0×7.0=
题目6057: (65.0-11.0)×12.0=
题目6058: 39.0+7.0=
题目6059: 93.0+32.0+88.0=
题目6060: 62.0×15.0+77.0=
题目6061: 30.0×95.0+100.0=
题目6062: 92.0×41.0+49.0=
题目6063: 94.0+53.0-18.0=
题目6064: 30.0-10.0=
题目6065: 44.0÷11.0=
题目6066: 46.0+13.0÷9.0=
题目6067: 3.0+97.0=
题目6068: 90.0-33.0=
题目6069: 64.0+94.0=
题目6070: 60.0-10.0=
题目6071: (35.0-9.0)×59.0=
题目6072: 78.0×64.0=
题目6073: 42.0÷82.0÷81.0=
题目6074: 11.0+65.0=
题目6075: 50.0+54.0=
题目6076: (43.0-12.0)×24.0=
题目6077: 62.0+79.0=
题目6078: 69.0÷12.0×83.0=
题目6079: 45.0÷35.0×25.0=
题目6080: 47.0+83.0+20.0=
题目6081: 73.0÷8.0=
题目6082: 88.0×47.0=
题目6083: 10.0×21.0=
题目6084: 70.0-56.0=
题目6085: 80.0+47.0-3.0=
题目6086: 70.0÷42.0+42.0=
题目6087: 74.0÷4.0÷13.0=
题目6088: 34.0×6.0=
题目6089: 69.0÷17.0×83.0=
题目6090: 97.0+99.0=
题目6091: 12.0×49.0=
题目6092: 98.0-84.0=
题目6093: 74.0-68.0=
题目6094: 91.0÷20.0+22.0=
题目6095: 67.0×46.0+76.0=
题目6096: 100.0-96.0=
题目6097: (100.0-98.0)÷58.0=
题目6098: 5.0×64.0=
题目6099: 22.0×11.0×28.0=
题目6100: 77.0+83.0=
题目6101: 2.0+87.0÷86.0+37.0=
题目6102: 86.0-26.0=
题目6103: 87.0+10.0÷76.0+30.0=
题目6104: 53.0÷90.0=
题目6105: 56.0-44.0=
题目6106: 36.0+37.0×45.0+22.0=
题目6107: 13.0+25.0×56.0+2.0=
题目6108: 80.0×96.0=
题目6109: 25.0-12.0=
题目6110: 50.0+37.0=
题目6111: 94.0+24.0=
题目6112: 90.0×51.0+100.0=
题目6113: 85.0-59.0=
题目6114: (90.0-85.0)÷64.0=
题目6115: 41.0÷90.0÷24.0=
题目6116: 45.0÷18.0=
题目6117: 37.0+30.0=
题目6118: 57.0+66.0=
题目6119: 54.0+22.0=
题目6120: 24.0÷35.0=
题目6121: 62.0+63.0=
题目6122: 6.0÷88.0×28.0=
题目6123: 33.0+74.0÷82.0=
题目6124: 19.0+62.0=
题目6125: 92.0÷71.0×90.0=
题目6126: 42.0+45.0=
题目6127: 66.0÷73.0×90.0=
题目6128: 54.0÷23.0=
题目6129: 89.0-34.0=
题目6130: 72.0-54.0=
题目6131: 80.0-14.0=
题目6132: 71.0÷85.0=
题目6133: 100.0÷67.0=
题目6134: 31.0×7.0+88.0=
题目6135: (37.0-12.0)÷36.0=
题目6136: 55.0÷97.0÷46.0=
题目6137: 22.0-32.0+86.0=
题目6138: 17.0+47.0-21.0=
题目6139: 62.0-38.0=
题目6140: 67.0+63.0+99.0=
题目6141: 80.0÷7.0=
题目6142: 48.0×34.0+80.0=
题目6143: 50.0+49.0=
题目6144: 100.0+59.0=
题目6145: (42.0-26.0)÷40.0=
题目6146: 88.0×56.0+84.0=
题目6147: 82.0-39.0+1.0=
题目6148: 49.0×94.0=
题目6149: 83.0-5.0=
题目6150: 44.0+75.0÷66.0=
题目6151: 87.0×53.0=
题目6152: 94.0-6.0=
题目6153: 65.0-12.0=
题目6154: 67.0-65.0=
题目6155: 89.0+45.0=
题目6156: 79.0-4.0=
题目6157: 30.0÷78.0×32.0=
题目6158: 24.0×79.0+71.0=
题目6159: 39.0×80.0=
题目6160: 15.0×12.0=
题目6161: 51.0+86.0-74.0=
题目6162: 60.0+8.0÷53.0=
题目6163: 84.0+79.0÷74.0=
题目6164: 85.0×58.0÷12.0=
题目6165: 54.0÷60.0=
题目6166: (98.0-85.0)÷30.0=
题目6167: 94.0×31.0=
题目6168: 6.0÷31.0+37.0=
题目6169: (95.0-28.0)×34.0=
题目6170: 79.0÷43.0+71.0=
题目6171: (94.0-31.0)÷27.0=
题目6172: 87.0×24.0×68.0=
题目6173: 56.0+59.0-66.0=
题目6174: 51.0-48.0=
题目6175: 56.0×15.0÷69.0=
题目6176: 33.0×79.0=
题目6177: 51.0×52.0+95.0=
题目6178: 63.0×62.0÷3.0=
题目6179: 36.0÷67.0=
题目6180: 16.0×59.0+4.0=
题目6181: 99.0+95.0×32.0=
题目6182: 85.0÷92.0÷20.0=
题目6183: 98.0÷18.0=
题目6184: 87.0-85.0=
题目6185: 97.0÷62.0=
题目6186: 76.0×25.0÷74.0=
题目6187: 42.0+98.0-84.0+6.0=
题目6188: 46.0÷46.0=
题目6189: 42.0÷42.0=
题目6190: 63.0+24.0+50.0=
题目6191: (48.0-6.0)÷72.0=
题目6192: 59.0-48.0=
题目6193: 79.0+78.0=
题目6194: 5.0×70.0=
题目6195: 63.0÷22.0=
题目6196: 39.0+31.0=
题目6197: 34.0+53.0=
题目6198: 59.0÷32.0=
题目6199: 74.0×35.0=
题目6200: 98.0+28.0+64.0=
题目6201: 34.0×46.0+24.0=
题目6202: (45.0-18.0)×61.0=
题目6203: 60.0÷15.0÷28.0=
题目6204: 46.0÷33.0=
题目6205: 90.0×58.0=
题目6206: 12.0×70.0=
题目6207: 36.0+69.0=
题目6208: 23.0×10.0=
题目6209: 1.0+75.0-52.0=
题目6210: 99.0÷75.0=
题目6211: 76.0+4.0+88.0=
题目6212: (88.0-68.0)÷46.0=
题目6213: 46.0×83.0=
题目6214: 32.0÷79.0=
题目6215: 56.0+89.0=
题目6216: 78.0+42.0÷64.0×59.0=
题目6217: 60.0×85.0=
题目6218: 3.0×3.0÷48.0=
题目6219: 94.0+26.0+68.0=
题目6220: 73.0+42.0÷62.0=
题目6221: (91.0-47.0)×78.0=
题目6222: 95.0×26.0+47.0=
题目6223: 30.0-19.0=
题目6224: 77.0+53.0-59.0=
题目6225: 33.0+29.0=
题目6226: 3.0+23.0+81.0=
题目6227: 87.0+6.0-69.0=
题目6228: (55.0-22.0)×53.0=
题目6229: 7.0×12.0=
题目6230: 45.0÷45.0+9.0=
题目6231: 37.0-11.0=
题目6232: 66.0-24.0=
题目6233: 17.0×44.0=
题目6234: (20.0-3.0)÷50.0=
题目6235: 22.0÷41.0=
题目6236: 17.0×99.0÷34.0=
题目6237: 85.0×48.0÷28.0=
题目6238: 64.0×17.0=
题目6239: 73.0÷83.0×23.0=
题目6240: 51.0+11.0=
题目6241: 60.0+16.0÷59.0=
题目6242: (52.0-16.0)×35.0=
题目6243: 46.0×96.0=
题目6244: 14.0+52.0=
题目6245: 4.0+55.0+67.0=
题目6246: 50.0-12.0+93.0=
题目6247: 79.0-64.0=
题目6248: 72.0-27.0=
题目6249: 87.0+49.0×92.0+1.0=
题目6250: 75.0÷58.0×31.0=
题目6251: 23.0×72.0÷97.0=
题目6252: 71.0÷25.0×2.0=
题目6253: 64.0+34.0×19.0=
题目6254: (68.0-32.0)×1.0=
题目6255: 43.0-19.0=
题目6256: 17.0÷6.0=
题目6257: 60.0+6.0=
题目6258: 45.0+83.0-45.0=
题目6259: 97.0-21.0=
题目6260: 77.0÷22.0=
题目6261: 6.0÷88.0=
题目6262: 67.0+1.0+95.0=
题目6263: 96.0-77.0+90.0=
题目6264: 18.0+27.0÷73.0=
题目6265: 65.0×25.0×40.0=
题目6266: 82.0÷5.0=
题目6267: 67.0÷17.0=
题目6268: 64.0-7.0=
题目6269: 54.0+8.0=
题目6270: 22.0×13.0+26.0=
题目6271: 80.0+24.0÷13.0×65.0=
题目6272: 53.0-17.0=
题目6273: 60.0×19.0=
题目6274: 48.0+53.0÷66.0=
题目6275: 94.0÷74.0=
题目6276: 34.0×95.0=
题目6277: 48.0×49.0=
题目6278: 21.0-12.0=
题目6279: 78.0-37.0=
题目6280: 97.0+56.0=
题目6281: 32.0-24.0=
题目6282: 63.0-40.0-11.0=
题目6283: 53.0-28.0+15.0=
题目6284: 53.0÷22.0=
题目6285: 42.0×42.0=
题目6286: 61.0+55.0=
题目6287: 96.0+19.0=
题目6288: 74.0÷77.0÷94.0=
题目6289: 40.0+76.0=
题目6290: 62.0×27.0÷44.0=
题目6291: 58.0+75.0×51.0=
题目6292: 17.0+50.0÷85.0=
题目6293: 67.0÷65.0=
题目6294: 28.0+83.0=
题目6295: 5.0+86.0=
题目6296: 88.0+5.0÷10.0-13.0=
题目6297: 71.0+15.0×94.0+9.0=
题目6298: 42.0×87.0=
题目6299: 29.0÷13.0÷4.0=
题目6300: 77.0+32.0-32.0=
题目6301: 10.0×76.0÷44.0=
题目6302: 31.0×43.0×69.0=
题目6303: 73.0×77.0+97.0=
题目6304: 55.0+17.0+77.0+19.0=
题目6305: 93.0-65.0=
题目6306: 41.0×10.0÷30.0=
题目6307: 56.0×72.0÷50.0=
题目6308: 93.0÷99.0=
题目6309: 73.0+76.0-41.0=
题目6310: 26.0÷87.0=
题目6311: 5.0÷45.0+89.0=
题目6312: 41.0+88.0×55.0=
题目6313: 84.0-52.0=
题目6314: 41.0+98.0÷92.0-31.0=
题目6315: 68.0÷98.0=
题目6316: 37.0+21.0+36.0+74.0=
题目6317: 63.0+18.0=
题目6318: 53.0-44.0+36.0=
题目6319: 47.0-6.0=
题目6320: 100.0-83.0=
题目6321: 88.0+66.0=
题目6322: (77.0-8.0)×74.0=
题目6323: 28.0+13.0=
题目6324: 38.0÷6.0=
题目6325: 15.0+30.0÷48.0=
题目6326: 96.0-8.0=
题目6327: (43.0-38.0)×63.0=
题目6328: 6.0+21.0+55.0+69.0=
题目6329: 29.0-18.0-3.0=
题目6330: 21.0+90.0-30.0=
题目6331: (98.0-74.0)÷72.0=
题目6332: 84.0+79.0=
题目6333: 43.0×1.0=
题目6334: 39.0+56.0÷26.0=
题目6335: 19.0÷91.0=
题目6336: 19.0-4.0=
题目6337: 72.0+16.0+38.0=
题目6338: 25.0+4.0=
题目6339: (87.0-65.0)÷44.0=
题目6340: 27.0×3.0=
题目6341: 22.0×15.0=
题目6342: 24.0×74.0÷99.0=
题目6343: (84.0-23.0)÷2.0=
题目6344: 15.0×62.0=
题目6345: 14.0×52.0=
题目6346: 63.0÷50.0÷62.0=
题目6347: 53.0+7.0=
题目6348: 72.0×83.0+46.0=
题目6349: 53.0+25.0×80.0=
题目6350: 41.0÷22.0÷66.0=
题目6351: 72.0×89.0=
题目6352: 22.0+22.0÷20.0+76.0=
题目6353: 59.0÷28.0=
题目6354: 92.0×43.0=
题目6355: 23.0-65.0+48.0=
题目6356: 28.0÷25.0÷66.0=
题目6357: (98.0-84.0)×87.0=
题目6358: 29.0÷58.0×73.0=
题目6359: 39.0+6.0+96.0=
题目6360: 57.0÷15.0=
题目6361: (60.0-37.0)×72.0=
题目6362: 48.0×38.0×82.0=
题目6363: (62.0-33.0)×55.0=
题目6364: 79.0×90.0=
题目6365: 77.0+24.0÷14.0=
题目6366: 22.0+63.0-52.0+34.0=
题目6367: 70.0-25.0=
题目6368: 94.0-5.0=
题目6369: 89.0+100.0=
题目6370: 31.0+41.0×37.0=
题目6371: 24.0-20.0=
题目6372: 2.0+51.0=
题目6373: 15.0×49.0+3.0=
题目6374: 69.0÷17.0=
题目6375: 78.0+3.0×71.0+93.0=
题目6376: (56.0-53.0)×77.0=
题目6377: 41.0+59.0÷84.0=
题目6378: 33.0÷25.0=
题目6379: 54.0×43.0=
题目6380: 53.0+26.0=
题目6381: 67.0-9.0=
题目6382: 89.0÷3.0=
题目6383: 56.0-49.0=
题目6384: 19.0÷99.0+79.0=
题目6385: 38.0×98.0=
题目6386: 73.0-43.0=
题目6387: 20.0-15.0=
题目6388: 20.0×2.0÷26.0=
题目6389: 31.0×97.0=
题目6390: 79.0+15.0-90.0=
题目6391: 99.0÷79.0=
题目6392: 86.0÷91.0=
题目6393: 27.0÷89.0+39.0=
题目6394: 21.0-14.0=
题目6395: 66.0×18.0÷22.0=
题目6396: 57.0+52.0=
题目6397: 46.0+21.0=
题目6398: 56.0×6.0+92.0=
题目6399: 55.0÷62.0×71.0=
题目6400: 35.0+65.0=
题目6401: 28.0×38.0+46.0=
题目6402: 28.0×12.0=
题目6403: 2.0+53.0=
题目6404: 53.0+59.0-13.0=
题目6405: 1.0+68.0=
题目6406: 76.0×69.0=
题目6407: 88.0÷99.0=
题目6408: 91.0+55.0×24.0=
题目6409: 3.0+81.0=
题目6410: (51.0-47.0)÷85.0=
题目6411: 62.0÷21.0÷77.0=
题目6412: 4.0÷48.0=
题目6413: 67.0×17.0=
题目6414: 73.0×79.0+27.0=
题目6415: 64.0-57.0=
题目6416: 57.0-8.0=
题目6417: 35.0+11.0=
题目6418: 27.0+99.0×3.0=
题目6419: 48.0+52.0=
题目6420: 50.0÷8.0÷97.0=
题目6421: 42.0+29.0÷57.0=
题目6422: 36.0÷10.0=
题目6423: 72.0+26.0×28.0+99.0=
题目6424: 2.0×24.0+36.0=
题目6425: 87.0+72.0÷19.0=
题目6426: 47.0÷15.0÷7.0=
题目6427: 44.0-12.0=
题目6428: 70.0×52.0=
题目6429: 50.0+69.0-41.0=
题目6430: 59.0-35.0=
题目6431: 39.0-30.0=
题目6432: 51.0÷5.0=
题目6433: 20.0-12.0=
题目6434: 58.0+94.0÷15.0=
题目6435: 71.0÷68.0=
题目6436: 62.0×85.0×9.0=
题目6437: 6.0×69.0=
题目6438: 41.0+29.0-23.0=
题目6439: 62.0×17.0=
题目6440: 54.0÷85.0=
题目6441: 70.0÷58.0=
题目6442: (18.0-5.0)×85.0=
题目6443: (69.0-12.0)×12.0=
题目6444: (87.0-73.0)÷57.0=
题目6445: 16.0×39.0÷77.0=
题目6446: 13.0×41.0=
题目6447: 10.0×33.0=
题目6448: 83.0÷22.0=
题目6449: 64.0×90.0+90.0=
题目6450: 82.0÷80.0=
题目6451: 7.0+46.0=
题目6452: 53.0×68.0+22.0=
题目6453: 84.0+49.0-29.0=
题目6454: 88.0+94.0-7.0=
题目6455: 59.0-97.0+74.0=
题目6456: 94.0÷42.0÷65.0=
题目6457: 9.0-8.0+37.0=
题目6458: 45.0÷18.0÷44.0=
题目6459: 42.0÷100.0=
题目6460: 89.0÷92.0×47.0=
题目6461: 70.0+8.0×52.0=
题目6462: 42.0-41.0=
题目6463: 67.0+99.0-44.0=
题目6464: 88.0-8.0+76.0=
题目6465: 99.0×65.0=
题目6466: 64.0÷70.0=
题目6467: 82.0×32.0×9.0=
题目6468: 71.0+16.0=
题目6469: 79.0+32.0-21.0=
题目6470: 43.0+15.0÷89.0=
题目6471: 86.0-72.0=
题目6472: 73.0+69.0÷23.0×80.0=
题目6473: 92.0-85.0=
题目6474: 28.0+84.0-89.0=
题目6475: 94.0-26.0=
题目6476: 22.0×77.0×51.0=
题目6477: 26.0+21.0×77.0=
题目6478: 64.0+19.0-48.0=
题目6479: 45.0÷100.0=
题目6480: 90.0×32.0×87.0=
题目6481: 32.0+44.0÷31.0=
题目6482: 58.0÷50.0=
题目6483: 4.0×59.0+33.0=
题目6484: 86.0+84.0-65.0+54.0=
题目6485: 67.0-37.0+23.0=
题目6486: 39.0+44.0-1.0=
题目6487: 37.0+91.0=
题目6488: 11.0+44.0=
题目6489: 72.0+1.0=
题目6490: 63.0+43.0=
题目6491: 52.0+52.0+27.0+96.0=
题目6492: 50.0+63.0+16.0=
题目6493: 83.0+2.0=
题目6494: 95.0+31.0-27.0=
题目6495: 98.0+81.0÷4.0=
题目6496: 82.0×29.0+5.0=
题目6497: 91.0÷4.0=
题目6498: 44.0÷47.0×45.0=
题目6499: 71.0+24.0×92.0=
题目6500: 18.0÷53.0=
题目6501: 36.0+98.0+59.0+4.0=
题目6502: 69.0×70.0÷14.0=
题目6503: 91.0+95.0=
题目6504: 74.0+9.0÷43.0×39.0=
题目6505: 17.0÷19.0=
题目6506: 47.0+8.0÷31.0=
题目6507: 88.0÷38.0=
题目6508: 30.0+73.0-64.0=
题目6509: 2.0×44.0+87.0=
题目6510: 88.0÷85.0×33.0=
题目6511: 67.0÷13.0+27.0=
题目6512: 4.0×60.0×18.0=
题目6513: 49.0+66.0-4.0=
题目6514: 46.0×69.0=
题目6515: 27.0÷89.0=
题目6516: 6.0÷53.0+88.0=
题目6517: 16.0×95.0÷53.0=
题目6518: (35.0-25.0)×93.0=
题目6519: 50.0×24.0=
题目6520: 25.0+54.0=
题目6521: 38.0+1.0=
题目6522: 28.0÷65.0×21.0=
题目6523: 16.0+88.0=
题目6524: 48.0+37.0+94.0=
题目6525: 6.0+57.0×76.0=
题目6526: 85.0+18.0÷59.0×15.0=
题目6527: 70.0×72.0=
题目6528: 25.0÷38.0=
题目6529: 46.0+38.0×2.0=
题目6530: 34.0+1.0×40.0=
题目6531: 17.0÷4.0+95.0=
题目6532: 99.0+2.0-81.0=
题目6533: 63.0×68.0×92.0=
题目6534: 94.0÷32.0÷2.0=
题目6535: 36.0÷46.0=
题目6536: 98.0-18.0=
题目6537: 78.0÷44.0=
题目6538: 18.0÷20.0×74.0=
题目6539: (84.0-6.0)×90.0=
题目6540: 22.0+26.0-32.0+75.0=
题目6541: 100.0-71.0=
题目6542: 14.0÷2.0=
题目6543: 87.0÷85.0+77.0=
题目6544: 21.0+76.0-57.0=
题目6545: 39.0+21.0=
题目6546: 66.0×39.0+7.0=
题目6547: (47.0-2.0)÷95.0=
题目6548: 100.0+89.0=
题目6549: (66.0-58.0)×66.0=
题目6550: 10.0×45.0=
题目6551: 66.0+14.0=
题目6552: 5.0×91.0+57.0=
题目6553: 77.0-61.0=
题目6554: 98.0+75.0×51.0+47.0=
题目6555: 42.0×68.0=
题目6556: 29.0-18.0=
题目6557: 97.0×98.0=
题目6558: 85.0+3.0=
题目6559: 19.0+42.0÷92.0=
题目6560: 33.0+46.0=
题目6561: 71.0+3.0=
题目6562: 67.0-6.0+28.0=
题目6563: 40.0×52.0=
题目6564: 51.0+42.0×19.0=
题目6565: 96.0+69.0=
题目6566: 39.0×42.0=
题目6567: 21.0÷21.0×22.0=
题目6568: 44.0÷16.0=
题目6569: 2.0÷22.0=
题目6570: 8.0+93.0-64.0=
题目6571: 82.0×44.0=
题目6572: 42.0÷67.0÷73.0=
题目6573: 64.0÷33.0+2.0=
题目6574: 72.0-17.0=
题目6575: 75.0×12.0÷58.0=
题目6576: 78.0-53.0=
题目6577: 87.0+28.0=
题目6578: 67.0+31.0+26.0=
题目6579: 30.0+27.0=
题目6580: 85.0+6.0=
题目6581: 49.0-35.0=
题目6582: 77.0-60.0=
题目6583: 96.0-72.0=
题目6584: 38.0+56.0×32.0=
题目6585: 12.0÷41.0×68.0=
题目6586: 64.0-54.0=
题目6587: 93.0×85.0÷69.0=
题目6588: 95.0×10.0+69.0=
题目6589: 4.0+74.0÷65.0+56.0=
题目6590: 98.0-6.0=
题目6591: 39.0÷81.0=
题目6592: 4.0×62.0=
题目6593: 26.0÷20.0+68.0=
题目6594: 94.0+59.0+81.0=
题目6595: 96.0÷12.0=
题目6596: 71.0÷33.0=
题目6597: 19.0+85.0=
题目6598: 39.0×86.0+43.0=
题目6599: 28.0-24.0=
题目6600: (91.0-44.0)×70.0=
题目6601: 74.0÷69.0=
题目6602: 97.0×49.0=
题目6603: 52.0÷76.0×68.0=
题目6604: 4.0×35.0=
题目6605: 88.0-38.0=
题目6606: 97.0×75.0×30.0=
题目6607: 25.0+94.0-50.0=
题目6608: (94.0-33.0)÷32.0=
题目6609: 28.0÷55.0×57.0=
题目6610: 28.0×82.0=
题目6611: 42.0-21.0=
题目6612: 82.0-47.0=
题目6613: 39.0×80.0=
题目6614: 53.0+59.0=
题目6615: 90.0-41.0+3.0=
题目6616: 85.0×33.0=
题目6617: 26.0×57.0÷90.0=
题目6618: 37.0-44.0+43.0=
题目6619: 32.0×26.0=
题目6620: 77.0×35.0×24.0=
题目6621: 94.0+24.0=
题目6622: 74.0+60.0=
题目6623: 50.0×50.0+96.0=
题目6624: 44.0+1.0=
题目6625: 71.0÷89.0=
题目6626: 91.0×99.0×86.0=
题目6627: 81.0+79.0-44.0=
题目6628: 85.0-10.0=
题目6629: 81.0×22.0=
题目6630: 4.0+46.0÷48.0+73.0=
题目6631: 95.0-96.0+8.0=
题目6632: 39.0+31.0÷9.0=
题目6633: 81.0+12.0=
题目6634: 93.0+44.0×30.0=
题目6635: 94.0-16.0+80.0=
题目6636: 62.0+29.0×39.0=
题目6637: 40.0÷66.0=
题目6638: 24.0×84.0=
题目6639: 7.0×12.0×71.0=
题目6640: (70.0-43.0)÷95.0=
题目6641: 29.0-42.0+93.0=
题目6642: 99.0-93.0=
题目6643: 6.0×26.0×73.0=
题目6644: 3.0+39.0÷11.0=
题目6645: 56.0÷61.0=
题目6646: (91.0-89.0)÷51.0=
题目6647: 47.0+54.0=
题目6648: 12.0×6.0=
题目6649: 45.0-27.0=
题目6650: 66.0+79.0+51.0+6.0=
题目6651: 59.0×67.0=
题目6652: 13.0÷59.0+57.0=
题目6653: 41.0-22.0=
题目6654: 64.0×86.0=
题目6655: 61.0÷12.0=
题目6656: (41.0-18.0)÷24.0=
题目6657: (72.0-39.0)÷13.0=
题目6658: 30.0÷41.0+22.0=
题目6659: 98.0÷8.0=
题目6660: 27.0×70.0×79.0=
题目6661: 27.0-22.0=
题目6662: 79.0+90.0=
题目6663: 67.0×53.0=
题目6664: 7.0+82.0+22.0=
题目6665: 17.0+45.0=
题目6666: 10.0+89.0=
题目6667: 2.0+87.0÷41.0=
题目6668: 54.0+49.0÷93.0+46.0=
题目6669: 49.0-9.0=
题目6670: 24.0×17.0=
题目6671: 49.0÷92.0+46.0=
题目6672: 20.0+60.0=
题目6673: 100.0-98.0=
题目6674: 37.0+35.0=
题目6675: 2.0+76.0=
题目6676: 38.0-12.0+12.0=
题目6677: 89.0÷8.0=
题目6678: 52.0+40.0+95.0=
题目6679: 36.0÷38.0÷65.0=
题目6680: 5.0÷1.0×90.0=
题目6681: 16.0+84.0÷10.0=
题目6682: 66.0+31.0=
题目6683: 13.0+78.0÷3.0=
题目6684: 81.0-12.0=
题目6685: 82.0÷70.0+15.0=
题目6686: 82.0-64.0=
题目6687: 61.0×64.0=
题目6688: 28.0÷73.0=
题目6689: 80.0×73.0×90.0=
题目6690: 25.0÷84.0=
题目6691: 71.0+31.0×1.0=
题目6692: 1.0+97.0-78.0+72.0=
题目6693: 68.0-11.0=
题目6694: 27.0×69.0+8.0=
题目6695: 68.0÷70.0=
题目6696: 55.0×14.0+94.0=
题目6697: 3.0+87.0=
题目6698: 1.0+70.0-51.0=
题目6699: 3.0+69.0=
题目6700: 8.0+79.0=
题目6701: 89.0+35.0=
题目6702: 56.0×49.0+5.0=
题目6703: 100.0+92.0×51.0=
题目6704: 20.0×35.0×15.0=
题目6705: 80.0÷90.0÷52.0=
题目6706: 45.0÷29.0÷11.0=
题目6707: 53.0×67.0÷40.0=
题目6708: 43.0×90.0+80.0=
题目6709: 77.0+70.0=
题目6710: 58.0+50.0=
题目6711: 15.0-9.0=
题目6712: 58.0×19.0=
题目6713: 5.0+59.0-58.0=
题目6714: 46.0÷16.0=
题目6715: 3.0÷74.0÷77.0=
题目6716: 19.0×78.0÷91.0=
题目6717: 4.0×89.0=
题目6718: 73.0-18.0=
题目6719: 65.0×68.0×80.0=
题目6720: 3.0×59.0+35.0=
题目6721: 70.0-51.0+100.0=
题目6722: 76.0×17.0+10.0=
题目6723: 39.0×62.0÷3.0=
题目6724: 3.0÷79.0+17.0=
题目6725: 39.0+54.0+24.0=
题目6726: 75.0÷80.0×87.0=
题目6727: 51.0+39.0÷78.0+83.0=
题目6728: 43.0÷52.0=
题目6729: 66.0÷57.0=
题目6730: 22.0+55.0×6.0=
题目6731: 80.0-6.0=
题目6732: 71.0-35.0+48.0=
题目6733: 80.0÷2.0=
题目6734: 61.0+95.0=
题目6735: 67.0+84.0=
题目6736: 81.0+71.0+71.0=
题目6737: 31.0+32.0÷67.0=
题目6738: 44.0×4.0÷50.0=
题目6739: 13.0÷29.0÷24.0=
题目6740: 45.0×39.0=
题目6741: 82.0÷70.0=
题目6742: 31.0-79.0+74.0=
题目6743: 35.0-28.0=
题目6744: 9.0+43.0=
题目6745: 87.0+5.0÷89.0-29.0=
题目6746: 30.0×73.0+50.0=
题目6747: 6.0×52.0+15.0=
题目6748: 32.0÷62.0=
题目6749: 89.0×14.0+18.0=
题目6750: 64.0+93.0÷68.0+21.0=
题目6751: 67.0+41.0=
题目6752: 90.0+77.0=
题目6753: 89.0+2.0×100.0=
题目6754: 66.0÷18.0=
题目6755: 29.0×29.0×13.0=
题目6756: 98.0÷20.0=
题目6757: 33.0÷81.0÷50.0=
题目6758: (61.0-24.0)×48.0=
题目6759: 25.0+58.0÷76.0=
题目6760: 28.0×14.0×29.0=
题目6761: 25.0÷42.0+78.0=
题目6762: 43.0×55.0+24.0=
题目6763: 89.0-21.0=
题目6764: 27.0-17.0=
题目6765: (100.0-39.0)÷35.0=
题目6766: 97.0+21.0=
题目6767: (70.0-26.0)×95.0=
题目6768: 6.0×82.0÷28.0=
题目6769: 29.0÷91.0=
题目6770: 77.0×96.0=
题目6771: 52.0+65.0=
题目6772: 99.0+6.0-26.0+63.0=
题目6773: 95.0-20.0=
题目6774: 52.0×24.0=
题目6775: 60.0÷40.0×1.0=
题目6776: 25.0+68.0×23.0=
题目6777: 29.0×47.0×44.0=
题目6778: 38.0+72.0-69.0+55.0=
题目6779: 36.0+57.0=
题目6780: 43.0+63.0-72.0=
题目6781: 28.0+69.0+72.0=
题目6782: 50.0÷63.0÷72.0=
题目6783: 83.0÷49.0=
题目6784: 22.0+93.0=
题目6785: 9.0÷54.0=
题目6786: 21.0+79.0-44.0=
题目6787: 60.0+85.0+50.0=
题目6788: 67.0×15.0+19.0=
题目6789: 38.0+34.0+63.0=
题目6790: 100.0-26.0=
题目6791: 89.0-23.0+9.0=
题目6792: 7.0×18.0=
题目6793: 16.0÷71.0×13.0=
题目6794: 32.0-89.0+69.0=
题目6795: 56.0+73.0÷18.0-51.0=
题目6796: 13.0÷45.0=
题目6797: 78.0÷26.0=
题目6798: 67.0+56.0=
题目6799: (69.0-14.0)×75.0=
题目6800: 63.0÷98.0=
题目6801: 34.0+67.0×88.0=
题目6802: 43.0÷1.0+34.0=
题目6803: 33.0÷77.0=
题目6804: 100.0-20.0=
题目6805: 86.0×100.0+25.0=
题目6806: 74.0+67.0÷18.0=
题目6807: 54.0+57.0-5.0=
题目6808: 4.0+100.0÷37.0=
题目6809: 26.0÷89.0+57.0=
题目6810: 76.0-11.0+89.0=
题目6811: 6.0+97.0-88.0+90.0=
题目6812: (23.0-22.0)×81.0=
题目6813: 57.0+27.0-81.0+31.0=
题目6814: 14.0-1.0=
题目6815: 51.0+89.0=
题目6816: (99.0-11.0)÷79.0=
题目6817: 49.0÷45.0×94.0=
题目6818: 26.0-1.0=
题目6819: 29.0×55.0=
题目6820: 57.0×54.0=
题目6821: 98.0×83.0=
题目6822: 70.0+18.0=
